Train Loss,Valid Loss,Train Acc
1.2742913961410522,1.1949610710144043,0.332344844561665
1.1949610710144043,1.189449429512024,0.3346161461677872
1.2395458221435547,1.1823087930679321,0.3348145114273584
1.189449429512024,1.172364354133606,0.33489860206091104
1.2160580158233643,1.169263243675232,0.3349354317208298
1.1823087930679321,1.1736154556274414,0.3349503919857891
1.1918987035751343,1.172843337059021,0.33497347250706005
1.172364354133606,1.1691608428955078,0.3350247555420178
1.1678353548049927,1.16257643699646,0.3353578262970227
1.169263243675232,1.1363482475280762,0.6807620565430457
1.1479055881500244,1.137040376663208,0.7813363676311589
1.1736154556274414,1.1312123537063599,0.7917565658312886
1.1334891319274902,1.1493353843688965,0.800797734941755
1.172843337059021,1.15212881565094,0.805874489936508
1.1217509508132935,1.1548794507980347,0.8116500838464048
1.1691608428955078,1.151202917098999,0.8132533025340873
1.105703592300415,1.1495609283447266,0.8156002329177215
1.16257643699646,1.1503183841705322,0.816924806402511
1.0902743339538574,1.150475263595581,0.8172756583750749
1.1363482475280762,1.14337956905365,0.8173030364413222
1.0748931169509888,1.1484829187393188,0.818021157208611
1.137040376663208,1.153905987739563,0.8194445581997142
1.0575103759765625,1.152813196182251,0.8206713279756177
1.1312123537063599,1.1571146249771118,0.8215484619140625
1.0418307781219482,1.1605868339538574,0.8227653503417969
1.1493353843688965,1.160321831703186,0.8232540623480532
1.025240421295166,1.1619340181350708,0.8238733696336505
1.15212881565094,1.1633557081222534,0.824571349039799
1.013511300086975,1.1645299196243286,0.8255014860329508
1.1548794507980347,1.1646934747695923,0.8262041075890806
1.0042263269424438,1.1655298471450806,0.8263145294510016
1.151202917098999,1.1661821603775024,0.8268195741316852
0.994986891746521,1.1668344736099243,0.8273953389720756
1.1495609283447266,1.16733980178833,0.8278669108863638
0.9872366786003113,1.1680095195770264,0.8284879932884409
1.1503183841705322,1.1686291694641113,0.82890302193265
0.9808126091957092,1.1692688465118408,0.8292069034416134
1.150475263595581,1.1698439121246338,0.8297221720719538
0.9760326743125916,1.1704775094985962,0.8299105728373808
1.14337956905365,1.1711186170578003,0.8300905227661133
0.9695374965667725,1.1717888116836548,0.830618882379612
1.1484829187393188,1.1724570989608765,0.830997715477182
0.9631457328796387,1.173052430152893,0.8315559234939703
1.153905987739563,1.1736781597137451,0.8317685968735639
0.95697021484375,1.1743117570877075,0.8320577905959442
1.152813196182251,1.1749168634414673,0.8324450765337262
0.9507758021354675,1.1754904985427856,0.8327690853792078
1.1571146249771118,1.1760114431381226,0.8331170903534448
0.9449086785316467,1.1764315366744995,0.8333531207397205
1.1605868339538574,1.1768488883972168,0.8336545198905367
0.9401233792304993,1.1771106719970703,0.8338364432839787
1.160321831703186,1.1768550872802734,0.8340646178782487
0.9348615407943726,1.1762847900390625,0.8343186178127256
1.1619340181350708,1.1761465072631836,0.8345380149969533
0.9304537773132324,1.176070213317871,0.8347682892775335
1.1633557081222534,1.1757590770721436,0.8349662007403975
0.9253285527229309,1.1757190227508545,0.8351798077591327
1.1645299196243286,1.1755430698394775,0.8353424352758071
0.9213023781776428,1.1755638122558594,0.8355440893093077
1.1646934747695923,1.1753904819488525,0.8357337462801894
0.9172551035881042,1.1749900579452515,0.8359372655884558
1.1655298471450806,1.1747238636016846,0.836094754082816
0.9133081436157227,1.1744312047958374,0.8362870617073124
1.1661821603775024,1.1740678548812866,0.8364326633325144
0.9092902541160583,1.1735706329345703,0.8365906266605153
1.1668344736099243,1.173303484916687,0.8367390512418347
0.9062620997428894,1.1731125116348267,0.8368938470087132
1.16733980178833,1.1730074882507324,0.8370394025530133
0.9015471339225769,1.1728357076644897,0.8371901772603267
1.1680095195770264,1.1727038621902466,0.8373108611387365
0.8982957601547241,1.1727644205093384,0.8374554169278184
1.1686291694641113,1.1727294921875,0.837573702595815
0.8951359391212463,1.1728558540344238,0.8377033061340076
1.1692688465118408,1.1729308366775513,0.8378225514868728
0.8922035098075867,1.1733042001724243,0.8379471422243518
1.1698439121246338,1.173656702041626,0.838052617401636
0.8890959620475769,1.1740145683288574,0.8381709832103312
1.1704775094985962,1.174462914466858,0.8382805696054667
0.8864182829856873,1.1749968528747559,0.8383935239134717
1.1711186170578003,1.1754868030548096,0.8384842131318164
0.8829646110534668,1.1757698059082031,0.8385882177272764
1.1717888116836548,1.1760221719741821,0.838683767479007
0.8800084590911865,1.1765706539154053,0.8387803851055498
1.1724570989608765,1.1769278049468994,0.8388749711653766
0.8770502805709839,1.1771767139434814,0.8389709396522587
1.173052430152893,1.1775436401367188,0.8390562434156402
0.874474823474884,1.1778616905212402,0.839146796394797
1.1736781597137451,1.1782747507095337,0.8392231243999064
0.8717416524887085,1.178647756576538,0.8393117620163605
1.1743117570877075,1.1791319847106934,0.8393845177498185
0.8689993619918823,1.1795291900634766,0.8394712019367379
1.1749168634414673,1.179826021194458,0.8395372238479742
0.8664718270301819,1.1802129745483398,0.8396194361838973
1.1754904985427856,1.1805065870285034,0.8396893930034477
0.8640031218528748,1.1808357238769531,0.8397725269574077
1.1760114431381226,1.1811457872390747,0.8398366896044306
0.8616611957550049,1.181433916091919,0.8399161290721733
1.1764315366744995,1.1817052364349365,0.8399750585315608
0.8593700528144836,1.1820244789123535,0.8400447248410778
1.1768488883972168,1.1822365522384644,0.8400987076158283
