Train Loss,Valid Loss,Train Acc
1.2742855548858643,1.194958209991455,0.33234681201582195
1.194958209991455,1.1895946264266968,0.3346098711510666
1.2393759489059448,1.182044267654419,0.33482033965968283
1.1895946264266968,1.1724509000778198,0.3348977345378459
1.2157135009765625,1.169757604598999,0.33492941215258687
1.182044267654419,1.1715095043182373,0.3349500012998821
1.1925392150878906,1.1705447435379028,0.334970618496422
1.1724509000778198,1.1663172245025635,0.3350508613746707
1.1703511476516724,1.1473698616027832,0.3354236067844038
1.169757604598999,1.1246665716171265,0.6836216920564154
1.1501610279083252,1.106643557548523,0.7857779755311853
1.1715095043182373,1.0923017263412476,0.7945365725445146
1.1349987983703613,1.0994387865066528,0.8037054759113729
1.1705447435379028,1.099929690361023,0.8083751702509007
1.1206905841827393,1.1031919717788696,0.8109952602065912
1.1663172245025635,1.1142534017562866,0.8138365865755481
1.1036639213562012,1.1084569692611694,0.8141352669531557
1.1473698616027832,1.1083730459213257,0.8135572802118894
1.086842656135559,1.089175820350647,0.8144849949524182
1.1246665716171265,1.1024044752120972,0.8161036407246309
